GRPUSRCODE,USERCODE,USERBLOKIMAGE,GROUPBLOKIMAGE
ZH001407,MRIEL3,True,True
ZH001407,MRIGTER3,True,True
ZH001407,MRIJSSE2,True,True
ZH001407,MRINGELB,True,True
ZH001407,MROBBERT,True,True
ZH001407,MRODEN,True,True
ZH001407,MRODENHU,True,True
ZH001407,MRODERMA,True,True
ZH001407,MROKS2,True,True
ZH001407,MROOIJ7,True,True
ZH001407,MROOKMAA,True,True
ZH001407,MROON4,True,True
ZH001407,MROORDAO,True,True
ZH001407,MROOS11,True,True
ZH001407,MROOS2,True,True
ZH001407,MROOS5,True,True
ZH001407,MROOY2,True,True
ZH001407,MROS5,True,True
ZH001407,MROSSENA,True,True
ZH001407,MROTMAN,True,True
ZH001407,MROTS2,True,True
ZH001407,MROZENDA,True,True
ZH001407,MRUIJS,True,True
ZH001407,MRUITE12,True,True
ZH001407,MRUITERK,True,True
ZH001407,MRULER,True,True
ZH001407,MRUMPT2,True,True
ZH001407,MRUTGER2,True,True
ZH001407,MRUTGER4,True,True
ZH001407,MSAADI,True,True
ZH000730,ABEZEME2,True,False
SYSBH,ZH001207,False,True
SYSBH,ABIJENH2,False,True
SYSBH,SWATERMA,False,True
SYSBH,STAN3,False,True
ZH001407,MONNEO1,True,True
ZH001407,MONNEO2,True,True
ZH001407,MONOBS1,True,True
ZH001407,MONOBS2,True,True
ZH001407,MONQCC,True,True
ZH001407,MONREND,True,True
ZH001407,MONREND3,True,True
ZH001407,MONVF1,True,True
ZH001407,MONVF3,True,True
ZH001407,MOOSTER5,True,True
ZH001407,MOOSTERB,True,True
ZH001407,MOOSTRO3,True,True
ZH001407,MSAHIN,True,True
ZH001407,MSAIN,True,True
ZH001407,MSAIN2,True,True
ZH001407,MSAIN7,True,True
ZH001407,MSANDER5,True,True
ZH001407,MSANDER6,True,True
ZH001407,MSANDER7,True,True
ZH001407,MSANTOSJ,True,True
ZH001407,MSIEMELI,True,True
ZH001407,MSIERSM2,True,True
ZH001407,MSIKMA,True,True
ZH001407,MSILBERM,True,True
ZH001407,MSIMON2,True,True
ZH001407,MSINGEND,True,True
ZH001407,MSIPAHEL,True,True
ZH001407,MSLAPPE2,True,True
ZH001407,MSLIEKER,True,True
ZH001407,MSLIGTE4,True,True
ZH001407,MSLOB,True,True
ZH001407,MSLOB5,True,True
ZH001407,MSLOOT,True,True
ZH001407,MSLOOTS,True,True
ZH001407,MSMEDES,True,True
ZH001407,MSMEEING,True,True
ZH001407,MSMIDT,True,True
ZH001407,MSMIT21,True,True
ZH001407,MSMIT25,True,True
ZH001407,MSMIT5,True,True
ZH001407,MSMITH3,True,True
ZH001407,MSMITS21,True,True
ZH001407,MSMITS3,True,True
ZH001407,MSMOLIC,True,True
ZH001407,MSMORENB,True,True
ZH001407,MSNIJDE4,True,True
ZH001407,MSNIPPER,True,True
ZH001407,MSOETEMA,True,True
ZH001407,MSOETERS,True,True
ZH001407,MSOL,True,True
ZH001407,MSOMER,True,True
ZH001407,MSOMERS,True,True
ZH001407,MSPIJKER,True,True
ZH001407,MSPRONG3,True,True
ZH001407,MSPRUIJT,True,True
ZH001407,MSTAAL,True,True
ZH001407,MSTADER2,True,True
ZH001407,MSTARREN,True,True
ZH001407,MSTEENKS,True,True
ZH001407,MSTEENSE,True,True
ZH001407,MSTELLAA,True,True
ZH001407,MSTEUNE2,True,True
ZH001407,MSTEUR2,True,True
ZH001407,MSTIGT3,True,True
ZH001407,MSTOK2,True,True
ZH001407,MSTOKKI3,True,True
ZH001407,MSTOLWIJ,True,True
ZH001407,MSTORM,True,True
ZH001407,MSTRAET3,True,True
ZH001407,MSTRAKER,True,True
ZH001407,MSTRANGV,True,True
ZH001407,MSTRATIN,True,True
ZH001407,MSTRIJKE,True,True
ZH001407,MSTUIJV4,False,True
ZH001407,MSTUIVE3,True,True
ZH001407,MSTUIVER,True,True
ZH001407,MSTURKE1,True,True
ZH001407,MSTUTVOE,True,True
ZH001407,MSUIJKER,True,True
ZH001407,MSUMMERE,True,True
ZH001407,MSUSANT3,True,True
ZH001407,MSWART3,True,True
ZH001407,MSWART5,True,True
ZH001407,MSWARTJE,True,True
ZH001407,MTABEBOR,True,True
ZH001407,MTAK3,True,True
ZH001407,MTAMMER3,True,True
ZH001407,MTAN2,False,True
ZH001407,MTATENH3,True,True
ZH001407,MTEMPEL,True,True
ZH001407,MTERAA,True,True
ZH001407,MTERLIN2,True,True
ZH001407,MTERWEIJ,True,True
ZH001407,MTHIERRY,True,True
ZH001407,MTHIERS,True,True
ZH001407,MTHIJSS3,True,True
ZH001407,MTHIJSSI,True,True
ZH001407,MTIHOUN2,True,True
APBLAB,GRUITER,True,True
ZH000730,ACAN,True,False
ZH000730,AGRAAF2,False,False
ZH001407,MLAGEMA2,True,True
ZH001407,MLAM2,True,True
ZH001407,MLAMERIS,True,True
ZH001407,MLAMME4,True,True
ZH001407,MLAMMER6,True,True
ZH001407,MLAMPER2,True,True
ZH001407,MLANCEE3,True,True
ZH001407,MLANGENK,True,True
ZH001407,MLANGER2,True,True
ZH001407,MLANGERA,True,True
ZH001407,MLANSCHO,True,True
ZH001407,MLEENDE8,True,True
ZH001407,MLEENMAN,True,True
ZH001407,MLEERKES,True,True
ZH001407,MLEEUW12,True,True
ZH001407,MLEKOVIC,True,True
ZH001407,MLENDER2,True,True
ZH001407,MLENDERI,True,True
ZH001407,MLEUVERI,False,True
ZH001407,MLIESHO4,True,True
ZH001407,MLIMPER2,True,True
ZH001407,MLINDEN4,True,True
ZH001407,MLING3,True,True
ZH001407,MLING4,True,True
ZH001407,MLINGEN,True,True
ZH001407,MLINNEM2,True,True
ZH001407,MLITSEN2,True,True
ZH001407,MLOS3,True,True
ZH001407,MLOUPATT,True,True
ZH001407,MLUBKEN,True,True
ZH001407,MLUTTGER,True,True
ZH001407,MLUTTIK2,True,True
ZH001407,MMAAT,True,True
ZH001407,MMADURO2,True,True
ZH001407,MMAESSE3,True,True
ZH001407,MMAKATI2,True,True
ZH001407,MMANEN4,True,True
ZH001407,MMANTJE,True,True
ZH001407,MMARCHAL,True,True
ZH001407,MMARCK,True,True
ZH001407,MMASPERO,True,True
ZH001407,MMAURIK,False,True
ZH001407,MMEEBER2,True,True
ZH001407,MMEENT,True,True
ZH001407,MMEEUWE3,True,True
ZH001407,MMEHRAB,True,True
ZH001407,MMEIJE24,True,True
ZH001407,MMEINE,True,True
ZH001407,MMELISVA,True,True
ZH001407,MMETZLAR,True,True
ZH001407,MMEULEN2,True,True
ZH001407,MMEULENM,True,True
ZH001407,MMEYJES,True,True
ZH001407,MMEZZIAN,True,True
ZH001407,MMILIUS,True,True
ZH001407,MMILL,True,True
ZH001407,MMINKJAN,True,True
ZH001407,MMINNEE,True,True
ZH001407,MMINNEMA,True,True
ZH001407,MMITILIY,True,True
ZH001407,MMOL5,True,True
ZH001407,MMOLEN7,True,True
ZH001407,MMOLENAA,True,True
ZH001407,MMOLENSC,True,True
ZH001407,MMOLEVEL,True,True
ZH001407,MMOMAN,True,True
ZH001407,MMORET,True,True
ZH001407,MMORREN,True,True
ZH001407,MMORRES,True,True
ZH001407,MMORSIN2,True,True
ZH001407,MMOTSHA2,True,True
ZH001407,MMUDDE2,True,True
ZH001361,ZH001405,True,False
ZH000788,ZH000674,True,False
ZH001407,MKRUIJS2,True,True
ZH001407,MKRUIJSW,True,True
ZH001407,MKRUISTU,True,True
ZH001407,MKRUIT,True,True
ZH001407,MKUIJER4,True,True
ZH001407,MKUIK2,True,True
ZH001407,MKUIK3,True,True
ZH001407,MKUIKHOV,True,True
ZH001407,MKUILEN2,True,True
ZH001407,MKUIPE12,True,True
ZH001407,MKUIPERS,True,True
ZH001407,MKWINT,True,True
ZH001407,MMULDE28,True,True
ZH001407,MMULDER,True,True
ZH001407,MMULLENS,True,True
ZH001407,MMUSBACH,True,True
ZH001407,MNAGTEG4,True,True
ZH001407,MNANNING,True,True
ZH001407,MNEERINC,True,True
ZH001407,MNEL2,True,True
ZH001407,MNEUENF2,True,True
ZH001407,MNIAMAT,True,True
ZH001407,MNICOLAS,True,True
ZH001407,MNIEROP,True,True
ZH001407,MNIESER2,True,True
ZH001407,MNIEUW19,True,True
ZH001407,MNIEUWBO,True,True
ZH001407,MNIEUWKO,True,True
ZH001407,MNIFTER3,True,True
ZH001407,MNIJENKA,True,True
ZH001407,MNIJHOF,True,True
ZH001407,MNIJKAM4,True,True
ZH001407,MNIJKAM5,True,True
ZH001407,MNIJKEUT,True,True
ZH001407,MNIJMAN,True,True
ZH001407,MNIJZIN2,True,True
ZH001407,MNIMWEGE,True,True
ZH001407,MNOBBE,True,True
ZH001407,MNOBEL,True,True
ZH001407,MNOOR,True,True
ZH001407,MNOORD2,True,True
ZH001407,MNOUWT,True,True
ZH001407,MNOZ,True,True
ZH001407,MNUGTER2,True,True
ZH001407,MOCAK,True,True
ZH001407,MONAFFIN,True,True
ZH001407,MONBLD1,True,True
ZH001407,MONBLD10,True,True
ZH001407,MONBLD2,True,True
ZH001407,MONBLD3,True,True
ZH001407,MONBLD4,True,True
ZH001407,MONBLD5,True,True
ZH001407,MONBLD6,True,True
ZH001407,MONBLD7,True,True
ZH001407,MONBLD8,True,True
ZH001407,MONBLD9,True,True
ZH001407,MONCAR01,True,True
ZH001407,MONCAR02,True,True
ZH001407,MONCAR03,True,True
ZH001407,MONCTC01,True,True
ZH001407,MONGYN1,True,True
ZH001407,MONGYN2,True,True
ZH001407,MONHEMAT,True,True
ZH001407,MONHOD,True,True
ZH001407,MONIACUT,True,True
ZH001407,MONIDIAB,True,True
ZH001407,MONIIKMN,True,True
ZH001407,MONINTER,True,True
ZH001407,MONIREUM,True,True
ZH001407,MONISMAR,True,True
ZH001407,MONITD2,True,True
ZH001407,MONITOR6,True,True
ZH001407,MONITOR8,True,True
ZH001407,MONITOR9,True,True
ZH001407,MONITORD,True,True
ZH001407,MONITORG,True,True
ZH001407,MONITORH,True,True
ZH001407,MONITORM,True,True
ZH001407,MONITORN,True,True
ZH001407,MONITORO,True,True
ZH001407,MONITORP,True,True
ZH001407,MONITORR,True,True
ZH001407,MONITORS,True,True
ZH001407,MONITORT,True,True
ZH001407,MONITORV,True,True
ZH001407,MONITSHM,True,True
ZH001407,MONITSTH,True,True
ZH001407,MONITVCK,True,True
ZH001407,MONKI562,True,True
ZH001407,MONKIN16,True,True
ZH001407,MONKIN22,True,True
ZH001407,MONKIN23,True,True
ZH001407,MONKIN24,True,True
ZH001407,MONKIN26,True,True
ZH001407,MONKIN27,True,True
ZH001407,MONKIN28,True,True
ZH001407,MONKIN29,True,True
ZH001407,MONKIN3,True,True
ZH001407,MONKIN4,True,True
ZH001407,MONLON01,True,True
ZH001407,MONMOD,True,True
ZH000677,EMOMKELD,True,False
ZH000679,EMOMKELD,True,False
ZH001293,EMOMKELD,True,False
ZH000677,FPOLMAN2,True,False
ZH000679,FPOLMAN2,True,False
ZH001293,FPOLMAN2,True,False
ZH001458,EHALM,True,False
ZH001458,MBLOM,False,False
ZH001458,MTERPSTR,False,False
ZH001458,NLEEUWE2,True,False
ZH001458,JHOEVEN5,True,False
ZH001458,MPELLEN,False,False
ZH001458,MRUMPT2,True,False
ZH001458,JVEENEMA,True,False
ZH001458,DSLABBER,False,False
ZH001458,MSNIJDE4,True,False
ZH001458,JVREESWI,True,False
ZH001458,AZIJL2,False,False
ZH001458,HLANGE,True,False
ZH001458,YMEIJER4,True,False
ZH001458,MSMITH3,True,False
ZH001458,LHALEN,True,False
ZH000730,JVOS8,False,False
ZH001407,MHEIJ4,True,True
ZH001407,MHEILIG2,True,True
ZH001407,MHEMPELM,True,True
ZH001407,MHENDR17,True,True
ZH001407,MHENDRI1,True,True
ZH001407,MHENGEVE,True,True
ZH001407,MHENNEKE,True,True
ZH001407,MHENNINK,True,True
ZH001407,MHENNIPM,True,True
ZH001407,MHENNUS,True,True
ZH001407,MHENSGEN,True,True
ZH001407,MHERCULE,True,True
ZH001407,MHES,True,True
ZH001407,MHETTING,True,True
ZH001407,MHILBRAN,True,True
ZH001407,MHILVER2,True,True
ZH001407,MHINDER3,True,True
ZH001407,MHOBBELI,True,True
ZH001407,MHOEFAKK,True,True
ZH001407,MHOEIJE4,True,True
ZH001407,MHOENDE2,True,True
ZH001407,MHOETINK,True,True
ZH001407,MHOF6,True,True
ZH001407,MHOFMAN,True,True
ZH001407,MHOL12,True,True
ZH001407,MHOL6,True,True
ZH001407,MHOLLAN3,True,True
ZH001407,MHOOFT,True,True
ZH001407,MHOOFTMA,False,True
ZH001407,MHORCHNE,True,True
ZH001407,MHORST,True,True
ZH001407,MHORST10,True,True
ZH001407,MHORSTIN,True,True
ZH001407,MHOSSAIN,True,True
ZH001407,MHOUDT2,False,True
ZH001407,MHOUWEL3,True,True
ZH001407,MHOUWERT,True,True
ZH001407,MHUGO,True,True
ZH001407,MHUIBERS,True,True
ZH001407,MHUIJBEN,True,True
ZH001407,MHUIJZER,True,True
ZH001407,MHUISKAM,True,True
ZH001407,MHUISM15,True,True
ZH001407,MHUISM17,True,True
ZH001407,MHUISMA6,True,True
ZH001407,MHULSHO2,True,True
ZH001407,MHUSKEN3,True,True
ZH001407,MHUTTEN2,True,True
ZH001407,MHUUSSEN,True,True
ZH001407,MIDSINGA,True,True
ZH001407,MIJSPELD,True,True
ZH001407,MIMMERZ2,True,True
ZH001407,MINKLAAR,True,True
ZH001407,MJAGT,True,True
ZH001509,ALEEUWE3,True,False
ZH001407,MJANCEV3,True,True
ZH001407,MJANSE14,True,True
ZH001407,MJANSE28,True,True
ZH001407,MJANSE3,True,True
ZH001407,MJANSE30,True,True
ZH001407,MJANSE42,True,True
ZH001407,MJANSE43,True,True
ZH001407,MJANSE44,True,True
ZH001407,MJANSE51,True,True
ZH001407,MJANSE55,True,True
ZH001407,MJANSE60,True,True
ZH001407,MJANSE64,True,True
ZH001407,MJANSEVA,True,True
ZH001407,MJANSS14,True,True
ZH001407,MJANSSE4,True,True
ZH000645,WRINKEL2,True,False
ZH001407,MHARDEM3,True,True
ZH001407,MHARMSE2,True,True
ZH001407,MHARTMA2,True,True
ZH001407,MHATTEM,True,True
ZH001407,MHAVERK5,True,True
ZH001407,MHAVERK7,True,True
ZH001407,MJAVANIM,True,True
ZH001407,MJELLEMA,True,True
ZH001407,MJENTINK,True,True
ZH001407,MJEURISS,False,True
ZH001407,MJONG50,True,True
ZH001407,MJONG69,True,True
ZH001407,MJONG71,True,True
ZH001407,MJONGBLO,True,True
ZH001407,MJONGE11,True,True
ZH001407,MJONGE3,True,True
ZH001407,MJONGERI,True,True
ZH001407,MJONGMA3,True,True
ZH001407,MJOOSTE7,True,True
ZH001407,MJUFFERM,True,True
ZH001407,MKAHLMA3,True,True
ZH001407,MKAHLMAN,True,True
ZH001407,MKALKSMA,False,True
ZH001407,MKALMA,True,True
ZH001407,MKALUME,True,True
ZH001407,MKAMPHU5,True,True
ZH001386,JOOSTERH,True,False
ZH001407,MKANT2,True,True
ZH001407,MKAPER,True,True
ZH001407,MKAPER2,True,True
ZH001407,MKAPLAN3,True,True
ZH001407,MKARSTE2,True,True
ZH001407,MKAYA,True,True
ZH001407,MKAZEMI,True,True
ZH001407,MKEIZER2,True,True
ZH001407,MKEMPEN,True,True
ZH001407,MKEMPER4,True,True
ZH001407,MKEMPJES,True,True
ZH001407,MKERCKH2,True,True
ZH001407,MKERROUM,True,True
ZH001407,MKEULEN2,True,True
ZH001407,MKHAIROU,True,True
ZH001407,MKHOUW,True,True
ZH001407,MKIEBOO2,True,True
ZH001407,MKIEVIT3,True,True
ZH001407,MKIKKEN,True,True
ZH001407,MKINGMA3,True,True
ZH001407,MKIP5,True,True
ZH001407,MKIPPERS,True,True
ZH001407,MKLABBER,True,True
ZH001407,MKLAVERS,True,True
ZH001407,MKLEEF3,True,True
ZH001407,MKLEIN01,True,True
ZH001407,MKLEINED,True,True
ZH001407,MKLEINJA,True,True
ZH001407,MKLOEK,True,True
ZH001407,MKLOOST1,True,True
ZH001407,MKLOOST2,True,True
ZH001407,MKLOOSTE,True,True
ZH001407,MKLOS,True,True
ZH001407,MKLUIFST,True,True
ZH001407,MKOELINK,True,True
ZH001407,MKOK3,True,True
ZH001407,MKOK4,True,True
ZH001407,MKOLK2,True,True
ZH001407,MKOLLER,True,True
ZH001407,MKONIN12,True,True
ZH001407,MKOOIJ,True,True
ZH001407,MKOOIJ10,True,True
ZH001407,MKOOIJ5,True,True
ZH001407,MKOOIMAN,True,True
ZH001407,MKOOLEN6,True,True
ZH001407,MKOOLHAA,True,True
ZH001407,MKOOPMA6,True,True
ZH001407,MKOOPMAN,True,True
ZH001407,MKOOTEN,True,True
ZH001407,MKOOTER,True,True
ZH001407,MKORLAAR,True,True
ZH001407,MKORNAAT,True,True
ZH001407,MKORTLE2,True,True
ZH001407,MKORTMA4,True,True
ZH001407,MKOUTSTA,True,True
ZH001407,MKREEFT,True,True
ZH001407,MKRISPIJ,True,True
ZH000984,MBIJKERS,True,False
ZH000985,MBIJKERS,True,False
ZH000986,MBIJKERS,True,False
ZH000987,MBIJKERS,True,False
ZH000970,MGAAL,True,False
ZH000971,MGAAL,True,False
SYSBH,RBARREE,False,True
ZH001407,MCUSTER2,True,True
ZH001407,MDALLEUS,True,True
ZH001407,MDAM,True,True
ZH001407,MDAMMAN,True,True
ZH001407,MDAMMANS,True,True
ZH001407,MDEINS,True,True
ZH001407,MDEKKE24,True,True
ZH001407,MDERKS2,True,True
ZH001407,MDESTOOP,True,True
ZH001407,MDEVOS,True,True
ZH001407,MDICKINS,True,True
ZH001407,MDIERMEN,True,True
ZH001407,MDIETVOR,True,True
ZH001407,MDIJK13,True,True
ZH001407,MDIJK20,True,True
ZH001407,MDIJK22,True,True
ZH001407,MDIJK37,True,True
ZH001407,MDIJK41,True,True
ZH001407,MDIJK42,True,True
ZH001407,MDIJK49,True,True
ZH001407,MDIJKEMA,True,True
ZH001407,MDIJKGRA,True,True
ZH001407,MDIJKMA5,True,True
ZH001407,MDIJXHOO,True,True
ZH001407,MDIK4,True,True
ZH001407,MDITTEWI,True,True
ZH001407,MDJELANT,True,True
ZH001407,MDOELEMA,True,True
ZH001407,MDOESBU2,True,True
ZH001407,MDOKTER2,True,True
ZH001407,MDOMBUR3,True,True
ZH001407,MDONKER3,True,True
ZH001407,MDOORN,True,True
ZH001407,MDOORN14,True,True
ZH001407,MDOUMA,True,True
ZH001407,MDOUMA6,True,True
ZH001407,MDRIEL4,True,True
ZH001407,MDRIEL7,True,True
ZH001407,MDRIFT,True,True
ZH001407,MDUIMSTR,True,True
ZH001407,MDUINKE2,True,True
ZH001407,MDUNNEW2,True,True
ZH001407,MEBBELAA,True,True
ZH001407,MECK,True,True
ZH001407,MECK5,True,True
ZH001407,MEGBERS,True,True
ZH001407,MEGTBERT,True,True
ZH001407,MEIJK7,True,True
ZH001407,MEIJKING,True,True
ZH001407,MEIJS2,True,True
ZH001407,MEIJSERM,True,True
ZH001407,MEKKELEN,True,True
ZH001407,MELDERE2,True,True
ZH001407,MELDIK3,True,True
ZH001407,MELSHOUD,True,True
ZH001407,MEMMELOT,True,True
ZH001407,MENGBER3,True,True
ZH001407,MERMERS2,True,True
ZH001407,MES3,True,True
ZH001407,MESSELIN,True,True
ZH001407,METTINGE,True,True
ZH001407,MEUSSEN,True,True
ZH001407,MEVERS3,True,True
ZH001407,MFAASSE2,True,True
ZH001407,MFABER3,True,True
ZH001407,MFABRIE,True,True
ZH001407,MFARWIC2,True,True
ZH001407,MFEITZ,True,True
ZH001407,MFERNAND,True,True
ZH001407,MFERNHOU,True,True
ZH001407,MFLIER,True,True
ZH001407,MFOEKEN,True,True
ZH001407,MFOPPEN2,True,True
ZH001407,MFORTKAM,True,True
ZH000645,WSANDEN,True,False
ZH000645,WSONNAVI,True,False
ZH000645,WVORSELA,True,False
ZH001453,MBROER,False,False
ZH001453,MDAMMANS,True,False
ZH001453,NELSINGA,False,False
ZH001453,JHOGEND2,False,False
ZH001453,UKEMPER2,True,False
ZH001453,GKLOK2,True,False
ZH001453,MKOOLHOF,False,False
ZH001453,JLAAR2,True,False
ZH001453,JBOSCH15,False,False
ZH001453,SOTTO,True,False
ZH001453,CROOYEN,True,False
ZH001453,SSCHOOND,True,False
ZH001453,RSCHWART,True,False
ZH001453,GBAKKER2,True,False
ZH001453,MZOCK,True,False
ZH001456,LQUINT,False,False
ZH001067,AZEPEDAE,True,False
ZH001407,MCHEN2,True,True
ZH001407,MCHONG,True,True
ZH001407,MCHRIST2,True,True
ZH001407,MCLARE,True,True
ZH001407,MCOENEN,True,True
ZH001407,MCOENRAA,True,True
ZH001407,MCOHENDE,True,True
ZH001407,MCORNIP2,True,True
ZH001407,MCRAMER,True,True
ZH001407,MCREMERS,True,True
ZH001407,MCROES4,True,True
ZH001407,MFRANKE7,True,True
ZH001407,MFRANKE8,True,True
ZH001407,MFRIJTER,True,True
ZH001407,MFROELIN,True,True
ZH001407,MFUDERER,True,True
ZH001407,MGADELL3,True,True
ZH001407,MGALEKAL,True,True
ZH001407,MGALEN2,True,True
ZH001407,MGASPERS,True,True
ZH001407,MGEER,True,True
ZH001407,MGEERTS3,False,True
ZH001407,MGELDER5,True,True
ZH001407,MGEMEREN,True,True
ZH001407,MGENDER3,True,True
ZH001407,MGENDER5,True,True
ZH001407,MGENDER6,True,True
ZH001407,MGENERAA,True,True
ZH001407,MGENT7,True,True
ZH001407,MGERRI20,True,True
ZH001407,MGETROUW,True,True
ZH001407,MGIANOLI,True,True
ZH001407,MGINKEL,True,True
ZH001407,MGINKEL8,True,True
ZH001407,MGOEDE,True,True
ZH001407,MGOEDEE,False,True
ZH001407,MGOEJER,True,True
ZH001407,MGOIJAE2,True,True
ZH001407,MGRAAF10,True,True
ZH001407,MGRAAF2,True,True
ZH001407,MGRAAF8,True,True
ZH001407,MGRASMEI,True,True
ZH001407,MGRAVELA,True,True
ZH001407,MGREVELI,True,True
ZH001407,MGRIEK,True,True
ZH001407,MGRIEND,True,True
ZH001407,MGRIFFI3,True,True
ZH001407,MGRIJZEN,True,True
ZH001407,MGROEN27,True,True
ZH001407,MGROENLA,True,True
ZH001407,MGROEP3,True,True
ZH001407,MGROOT13,True,True
ZH001407,MGROOT16,True,True
ZH001407,MGROOT19,True,True
ZH001407,MGROOT21,True,True
ZH001407,MGROOT25,True,True
ZH001407,MGROOT27,True,True
ZH001407,MGROOTH5,True,True
ZH001407,MGROULS,True,True
ZH001407,MGRUNSV2,True,True
ZH001407,MGUGLIEL,True,True
ZH001407,MGUNNING,True,True
ZH001407,MGURIAN,True,True
ZH001407,MHAAN6,True,True
ZH001407,MHAASJES,True,True
ZH001407,MHAASNO2,False,True
ZH001407,MHAJIBAA,True,True
ZH001407,MHAKKERT,True,True
ZH001407,MHAL3,True,True
ZH001407,MHALLERS,True,True
ZH001407,ABORM2,True,True
ZH001407,LWAGENBE,True,True
ZH001407,LWAKKER,True,True
ZH001407,LWAL7,True,True
ZH001407,LWATER2,True,True
ZH001407,LWEENEN2,True,True
ZH001407,LWEERDT,True,True
ZH001407,LWEIJER2,True,True
ZH001407,LWERF3,True,True
ZH001407,LWESTER7,True,True
ZH001407,LWETZELS,True,True
ZH001407,LWIJK,True,True
ZH001407,LWIJK12,True,True
ZH001407,LWIJK7,True,True
ZH001407,LWIJNEN3,True,True
ZH001407,LWINDEN,True,True
ZH001407,LWISSELI,True,True
ZH001407,LWIT7,True,True
ZH001407,LYOUYOU,True,True
ZH001407,LZAAL2,True,True
ZH001407,LZANDBE2,True,True
ZH001407,LZIJDENB,True,True
ZH001407,LZWEMER2,True,True
ZH000685,CKIWITZ,False,False
ZH001407,MAAFTINK,True,True
ZH001407,MAALST,True,True
ZH001407,MABRAMS2,True,True
ZH001407,MACHTER7,True,True
ZH001407,MADOLFS,True,True
ZH001407,MAGTERVE,True,True
ZH001407,MAHMAD,True,True
ZH001407,MAHMAD2,True,True
ZH001407,MAKKER2,True,True
ZH001407,MALBERS,True,True
ZH001407,MALBREGT,True,True
ZH001407,MALPHEN2,True,True
ZH001407,MALSEM3,True,True
ZH001407,MALST,True,True
ZH001407,MAMERONG,True,True
ZH001407,MAMRANI,True,True
ZH001407,MAPS-HCK,True,True
ZH001407,MARNHEM3,True,True
ZH001407,MARXHOEK,True,True
ZH001407,MAS,True,True
ZH001407,MASKANDE,True,True
ZH001407,MAST3,True,True
ZH001407,MAUSEMS,True,True
ZH001407,MAVCI3,True,True
ZH001407,MAZINK,True,True
ZH001407,MBAAL5,True,True
ZH001407,MBAALEN,True,True
ZH001407,MBAAREN2,False,True
ZH001407,MBAAS4,True,True
ZH001407,MBAAS7,False,True
ZH001407,MBAKKE23,True,True
ZH001407,MBAKKE25,True,True
ZH001407,MBAKKE33,True,True
ZH001407,MBALLAST,True,True
ZH001407,MBALOCHE,True,True
ZH001407,MBALTUS,True,True
ZH001407,MBAREMAN,True,True
ZH001407,MBAREND3,True,True
ZH001407,MBARSE,True,True
ZH001407,MBARTEL2,True,True
ZH001407,MBAS,True,True
ZH001407,MBASTIAN,True,True
ZH001407,MBAUER,True,True
ZH001407,MBAX,True,True
ZH001407,MBAYSAN,True,True
ZH001407,MBECHT,True,True
ZH001407,MBECHT3,True,True
ZH001407,MBEEK,True,True
ZH001407,MBEEKES,True,True
ZH001407,MBEEKMAN,True,True
ZH001407,MBEERS,True,True
ZH001407,MBEERS3,True,True
ZH001407,MBEKKER,True,True
ZH001407,MBEKKER3,True,True
ZH001407,MBELJAAR,True,True
ZH001407,MBENDERS,True,True
ZH001407,MBERG,True,True
ZH001407,MBERG30,True,True
ZH001407,MBERG33,True,True
ZH001407,MBERG34,True,True
ZH001407,MBERG37,True,True
ZH001407,MBERG7,True,True
ZH001407,MBERGEN,True,True
ZH001407,MBERGKOT,True,True
ZH001407,MBERKEL2,True,True
ZH001407,MBERKHO5,True,True
ZH001407,MBESTEN,True,True
ZH001407,MBETMAN,True,True
ZH001407,MBEUKER2,True,True
ZH001407,MBEUZEL,True,True
ZH001407,MBEZEMER,True,True
ZH001407,MBIALECK,True,True
ZH001407,CMIGUELL,True,True
ZH001407,CMILTEN2,True,True
ZH001407,CMINDER2,True,True
ZH001407,CMOL2,True,True
ZH001407,CMOMMERS,False,True
ZH001407,CMONTENE,True,True
ZH001407,CMOUT2,True,True
ZH001407,CMUIJNCK,True,True
ZH001407,CMULDER4,True,True
ZH001407,CMULDERK,True,True
ZH001407,CNERANT2,True,True
ZH001407,CNERANTZ,True,True
ZH001407,CNONKESB,True,True
ZH001407,COERS3,True,True
ZH001407,COOSTERK,True,True
ZH001407,COOSTIND,False,True
ZH001407,COSKAM,True,True
ZH001407,COSKAM2,True,True
ZH001407,COSKAM3,True,True
ZH001407,COUDBIER,True,True
ZH001407,CPEENE,True,True
ZH001407,CPEKCAN,True,True
ZH001407,CPELLUPE,True,True
ZH001407,CPETER10,True,True
ZH001407,CPETER11,True,True
ZH001407,CPETERS7,True,True
ZH001407,CPETERSE,True,True
ZH001407,CPLADET,True,True
ZH001407,CPOL,True,True
ZH001407,CPOLMAN,True,True
ZH001407,CPRINS5,False,True
ZH001407,CRAAIJMA,True,True
ZH001407,CRAMDHAN,True,True
ZH001407,CREBEL3,True,True
ZH001407,CREICHAR,True,True
ZH001407,CRICHARD,True,True
ZH001407,CRIJSWIJ,True,True
ZH001407,CRISON3,True,True
ZH001407,CROEDELO,True,True
ZH001407,CROHRIC2,True,True
ZH001407,CROMMENS,True,True
ZH001407,CROOIJE2,True,True
ZH001407,CROOWAAN,True,True
ZH001407,CROOYEN,True,True
ZH001407,CROTHOFF,True,True
ZH001407,CROZENDA,True,True
ZH001407,CRUIJTE6,True,True
ZH001407,CRUIJTER,False,True
